blk	cat	idx	entry_off	flag	text_off	seg_size	참조여부	cond1_ptr	cond1_raw	탑승자	cond2_ptr	cond2_raw	cond2_items	그룹키	분류	JP본문	KR본문
364	0	28	0x0108	0x0000	0x0E5C	31	참조됨	0x0B42	02 00 26 01 29 01	테니아	0x0B38	01 00 26 01	['0x0126']	cat0/f0x0000/c2-0x0B38	A	・このまま行くよ！\nいいよね！？‖7c‖！聞くまでもない！\n[7f]！‖78‖	・이대로　간다！\n괜찮지！？‖7c‖！물을　것까지도\n없다！　[7f]！‖78‖
364	0	29	0x0110	0x0000	0x0E7B	33	참조됨	0x0B48	02 00 26 01 2a 01	멜루아	0x0B38	01 00 26 01	['0x0126']	cat0/f0x0000/c2-0x0B38	A	・このまま行きます！\nいいですね！？‖7c‖！聞くまでもない！\n[7f]！‖78‖	・이대로\n갑니다！　괜찮죠！？‖7c‖！물을　것까지도\n없다！　[7f]！‖78‖
364	0	31	0x0120	0x0000	0x0EA9	37	참조됨	0x0B3C	02 00 26 01 28 01	카티아	0x0B38	01 00 26 01	['0x0126']	cat0/f0x0000/c2-0x0B38	A	！動きが止まった！\n仕留めるわよ、カティア！‖7c‖・え、ええ！\n[7f]！‖78‖	！움직임이\n멈췄다！　끝장낸다，\n카티아！‖7c‖・으，　응！\n[7f]！‖78‖
364	0	32	0x0128	0x0000	0x0ECE	37	참조됨	0x0B42	02 00 26 01 29 01	테니아	0x0B38	01 00 26 01	['0x0126']	cat0/f0x0000/c2-0x0B38	A	！動きが止まった！\n仕留めるわよ、テニア！‖7c‖・う、うん！\n[7f]！‖78‖	！움직임이\n멈췄다！　끝장낸다，\n테니아！‖7c‖・으，　응！\n[7f]！‖78‖
364	0	33	0x0130	0x0000	0x0EF3	36	참조됨	0x0B48	02 00 26 01 2a 01	멜루아	0x0B38	01 00 26 01	['0x0126']	cat0/f0x0000/c2-0x0B38	A	！動きが止まった！\n仕留めるわよ、メルア！‖7c‖・は、はい！\n[7f]！‖78‖	！움직임이\n멈췄다！　끝장낸다，\n멜루아！‖7c‖・네，　네！\n[7f]！‖78‖
364	0	34	0x0138	0x0000	0x0F17	35	참조됨	0x0B3C	02 00 26 01 28 01	카티아	0x0B38	01 00 26 01	['0x0126']	cat0/f0x0000/c2-0x0B38	A	・行くわ、[7d]！‖7c‖！ええ、そっちは任せるわ！\nここで決める！\n[7f]！‖78‖	・간다，\n[7d]！‖7c‖！그래，　그쪽은\n맡길게！　여기서　끝낸다！\n[7f]！‖78‖
364	0	35	0x0140	0x0000	0x0F3A	35	참조됨	0x0B42	02 00 26 01 29 01	테니아	0x0B38	01 00 26 01	['0x0126']	cat0/f0x0000/c2-0x0B38	A	・行くよ、[7d]！‖7c‖！ええ、そっちは任せるわ！\nここで決める！\n[7f]！‖78‖	・간다，\n[7d]！‖7c‖！그래，　그쪽은\n맡길게！　여기서　끝낸다！\n[7f]！‖78‖
364	0	36	0x0148	0x0000	0x0F5D	38	참조됨	0x0B48	02 00 26 01 2a 01	멜루아	0x0B38	01 00 26 01	['0x0126']	cat0/f0x0000/c2-0x0B38	A	・行きます、[7d]さん！‖7c‖！ええ、そっちは任せるわ！\nここで決める！\n[7f]！‖78‖	・갑니다，\n[7d]　씨！‖7c‖！그래，　그쪽은\n맡길게！　여기서　끝낸다！\n[7f]！‖78‖
364	0	37	0x0150	0x0000	0x0F83	24	참조됨	0x0B3C	02 00 26 01 28 01	카티아	0x0B38	01 00 26 01	['0x0126']	cat0/f0x0000/c2-0x0B38	A	！足を止めるわよ、カティア！‖7c‖・了解！‖78‖	！발을　묶을게，\n카티아！‖7c‖・알겠습니다！‖78‖
364	0	38	0x0158	0x0000	0x0F9B	24	참조됨	0x0B42	02 00 26 01 29 01	테니아	0x0B38	01 00 26 01	['0x0126']	cat0/f0x0000/c2-0x0B38	A	！足を止めるわよ、テニア！‖7c‖・ＯＫ！‖78‖	！발을　묶을게，\n테니아！‖7c‖・ＯＫ！‖78‖
364	0	39	0x0160	0x0000	0x0FB3	25	참조됨	0x0B48	02 00 26 01 2a 01	멜루아	0x0B38	01 00 26 01	['0x0126']	cat0/f0x0000/c2-0x0B38	A	！足を止めるわよ、メルア！‖7c‖・了解です！‖78‖	！발을　묶을게，\n멜루아！‖7c‖・알겠습니다！‖78‖
364	0	40	0x0168	0x0000	0x0FCC	22	참조됨	0x0B3C	02 00 26 01 28 01	카티아	0x0B38	01 00 26 01	['0x0126']	cat0/f0x0000/c2-0x0B38	A	！回り込むわよ、カティア！‖7c‖・ええ！‖78‖	！돌아\n들어간다，　카티아！‖7c‖・응！‖78‖
364	0	41	0x0170	0x0000	0x0FE2	24	참조됨	0x0B42	02 00 26 01 29 01	테니아	0x0B38	01 00 26 01	['0x0126']	cat0/f0x0000/c2-0x0B38	A	！回り込むわよ、テニア！‖7c‖・ＯＫ！‖78‖	！돌아\n들어간다，　테니아！‖7c‖・ＯＫ！‖78‖
364	0	42	0x0178	0x0000	0x0FFA	21	참조됨	0x0B48	02 00 26 01 2a 01	멜루아	0x0B38	01 00 26 01	['0x0126']	cat0/f0x0000/c2-0x0B38	A	！回り込むわよ、メルア！‖7c‖・はい！‖78‖	！돌아\n들어간다，　멜루아！‖7c‖・네！‖78‖
364	0	43	0x0180	0x0000	0x100F	42	참조됨	0x0B3C	02 00 26 01 28 01	카티아	0x0B38	01 00 26 01	['0x0126']	cat0/f0x0000/c2-0x0B38	A	・ターゲット捕捉したわ！\n[7d]、今よ！‖7c‖！わかってるわ、ここで墜とす！\n[7f]！‖78‖	・타겟\n포착했어！　[7d]，\n지금이야！‖7c‖！알고　있어，\n여기서　떨군다！\n[7f]！‖78‖
364	0	44	0x0188	0x0000	0x1039	42	참조됨	0x0B42	02 00 26 01 29 01	테니아	0x0B38	01 00 26 01	['0x0126']	cat0/f0x0000/c2-0x0B38	A	・ターゲット捕捉したよ！\n[7d]、今だ！‖7c‖！わかってるわ、ここで墜とす！\n[7f]！‖78‖	・타겟\n포착했어！　[7d]，\n지금이다！‖7c‖！알고　있어，\n여기서　떨군다！\n[7f]！‖78‖
364	0	45	0x0190	0x0000	0x1063	46	참조됨	0x0B48	02 00 26 01 2a 01	멜루아	0x0B38	01 00 26 01	['0x0126']	cat0/f0x0000/c2-0x0B38	A	・ターゲット捕捉しました！\n[7d]さん、今です！‖7c‖！わかってるわ、ここで墜とす！\n[7f]！‖78‖	・타겟\n포착했어요！　[7d]\n씨，　지금이에요！‖7c‖！알고　있어，\n여기서　떨군다！\n[7f]！‖78‖
364	0	46	0x0198	0x0000	0x1091	37	참조됨	0x0B3C	02 00 26 01 28 01	카티아	0x0B38	01 00 26 01	['0x0126']	cat0/f0x0000/c2-0x0B38	A	・このまま行っていいわね！？‖7c‖！さっさとなさい！\n直撃させるっ！\n[7f]！‖78‖	・이대로　가도\n되지！？‖7c‖！냉큼　해라！\n직격시킨다！　[7f]！‖78‖
364	0	47	0x01A0	0x0000	0x10B6	37	참조됨	0x0B42	02 00 26 01 29 01	테니아	0x0B38	01 00 26 01	['0x0126']	cat0/f0x0000/c2-0x0B38	A	・このまま行っていいよね！？‖7c‖！さっさとなさい！\n直撃させるっ！\n[7f]！‖78‖	・이대로　가도\n되지！？‖7c‖！냉큼　해라！\n직격시킨다！　[7f]！‖78‖
364	0	48	0x01A8	0x0000	0x10DB	39	참조됨	0x0B48	02 00 26 01 2a 01	멜루아	0x0B38	01 00 26 01	['0x0126']	cat0/f0x0000/c2-0x0B38	A	・このまま行っていいんですね！？‖7c‖！さっさとなさい！\n直撃させるっ！\n[7f]！‖78‖	・이대로　가도\n되는　거죠！？‖7c‖！냉큼　해라！\n직격시킨다！　[7f]！‖78‖
364	0	49	0x01B0	0x0000	0x1102	35	참조됨	0x0B3C	02 00 26 01 28 01	카티아	0x0B38	01 00 26 01	['0x0126']	cat0/f0x0000/c2-0x0B38	A	！カティア、\n目標の進路を予測して！‖7c‖・ええ、任せて！‖78‖	！카티아，\n목표의　진로를　예측해！‖7c‖・응，　맡겨！‖78‖
364	0	50	0x01B8	0x0000	0x1125	36	참조됨	0x0B42	02 00 26 01 29 01	테니아	0x0B38	01 00 26 01	['0x0126']	cat0/f0x0000/c2-0x0B38	A	！テニア、\n目標の進路を予測して！‖7c‖・うん、任せてよ！‖78‖	！테니아，\n목표의　진로를　예측해！‖7c‖・응，　맡겨！‖78‖
364	0	51	0x01C0	0x0000	0x1149	38	참조됨	0x0B48	02 00 26 01 2a 01	멜루아	0x0B38	01 00 26 01	['0x0126']	cat0/f0x0000/c2-0x0B38	A	！メルア、\n目標の進路を予測して！‖7c‖・はい、任せてください！‖78‖	！멜루아，\n목표의　진로를　예측해！‖7c‖・네，\n맡겨주세요！‖78‖
364	0	52	0x01C8	0x0000	0x116F	37	참조됨	0x0B3C	02 00 26 01 28 01	카티아	0x0B38	01 00 26 01	['0x0126']	cat0/f0x0000/c2-0x0B38	A	！攻撃と同時に\n反撃に備える、頼んだわよ！‖7c‖・ええ、任せて！‖78‖	！공격과　동시에\n반격에　대비한다，\n부탁했어！‖7c‖・응，　맡겨！‖78‖
364	0	53	0x01D0	0x0000	0x1194	38	참조됨	0x0B42	02 00 26 01 29 01	테니아	0x0B38	01 00 26 01	['0x0126']	cat0/f0x0000/c2-0x0B38	A	！攻撃と同時に\n反撃に備える、頼んだわよ！‖7c‖・うん、任せてよ！‖78‖	！공격과　동시에\n반격에　대비한다，\n부탁했어！‖7c‖・응，　맡겨！‖78‖
364	0	54	0x01D8	0x0000	0x11BA	41	참조됨	0x0B48	02 00 26 01 2a 01	멜루아	0x0B38	01 00 26 01	['0x0126']	cat0/f0x0000/c2-0x0B38	A	！攻撃と同時に\n反撃に備える、頼んだわよ！‖7c‖・ええ、任せてください！‖78‖	！공격과　동시에\n반격에　대비한다，\n부탁했어！‖7c‖・네，\n맡겨주세요！‖78‖
364	0	55	0x01E0	0x0000	0x11E3	29	참조됨	0x0B3C	02 00 26 01 28 01	카티아	0x0B38	01 00 26 01	['0x0126']	cat0/f0x0000/c2-0x0B38	A	！逃がさない、墜とすわよ！\nカティア！‖7c‖・了解！‖78‖	！놓치지　않아，\n떨군다！　카티아！‖7c‖・알겠습니다！‖78‖
364	0	56	0x01E8	0x0000	0x1200	29	참조됨	0x0B42	02 00 26 01 29 01	테니아	0x0B38	01 00 26 01	['0x0126']	cat0/f0x0000/c2-0x0B38	A	！逃がさない、墜とすわよ！\nテニア！‖7c‖・ＯＫ！‖78‖	！놓치지　않아，\n떨군다！　테니아！‖7c‖・ＯＫ！‖78‖
364	0	57	0x01F0	0x0000	0x121D	30	참조됨	0x0B48	02 00 26 01 2a 01	멜루아	0x0B38	01 00 26 01	['0x0126']	cat0/f0x0000/c2-0x0B38	A	！逃がさない、墜とすわよ！\nメルア！‖7c‖・了解です！‖78‖	！놓치지　않아，\n떨군다！　멜루아！‖7c‖・알겠습니다！‖78‖
364	0	58	0x01F8	0x0401	0x123B	49	참조됨	0x0B3C	02 00 26 01 28 01	카티아	0xFFFF	(none)	[]	cat0/f0x0401/c2-0xFFFF	A	・目標確認、\n火線を集中するわ！‖7c‖！逃げられはしない、\n墜ちなさい！\n[7f]！‖78‖	・목표　확인，\n화선을　집중한다！‖7c‖！도망칠　순\n없어，　떨어져라！\n[7f]！‖78‖
364	0	59	0x0200	0x0401	0x126C	49	참조됨	0x0B42	02 00 26 01 29 01	테니아	0xFFFF	(none)	[]	cat0/f0x0401/c2-0xFFFF	A	・目標確認、\n火線を集中するよ！‖7c‖！逃げられはしない、\n墜ちなさい！\n[7f]！‖78‖	・목표　확인，\n화선을　집중한다！‖7c‖！도망칠　순\n없어，　떨어져라！\n[7f]！‖78‖
364	0	60	0x0208	0x0401	0x129D	49	참조됨	0x0B48	02 00 26 01 2a 01	멜루아	0xFFFF	(none)	[]	cat0/f0x0401/c2-0xFFFF	A	・目標確認、\n火線を集中します！‖7c‖！逃げられはしない、\n墜ちなさい！\n[7f]！‖78‖	・목표　확인，\n화선을　집중합니다！‖7c‖！도망칠　순\n없어，　떨어져라！\n[7f]！‖78‖
364	0	61	0x0210	0x0401	0x12CE	31	참조됨	0x0B3C	02 00 26 01 28 01	카티아	0xFFFF	(none)	[]	cat0/f0x0401/c2-0xFFFF	A	！カティア、目標に照準！‖7c‖・ええ！　捕捉したわ！‖78‖	！카티아，\n목표에　조준！‖7c‖・응！\n포착했어！‖78‖
364	0	62	0x0218	0x0401	0x12ED	33	참조됨	0x0B42	02 00 26 01 29 01	테니아	0xFFFF	(none)	[]	cat0/f0x0401/c2-0xFFFF	A	！テニア、目標に照準！‖7c‖・ＯＫ、　捕捉したよ！‖78‖	！테니아，\n목표에　조준！‖7c‖・ＯＫ！\n포착했어！‖78‖
364	0	63	0x0220	0x0401	0x130E	31	참조됨	0x0B48	02 00 26 01 2a 01	멜루아	0xFFFF	(none)	[]	cat0/f0x0401/c2-0xFFFF	A	！メルア、目標に照準！‖7c‖・はい！　捕捉しました！‖78‖	！멜루아，\n목표에　조준！‖7c‖・네！\n포착했어요！‖78‖
364	0	64	0x0228	0x0401	0x132D	36	참조됨	0x0B3C	02 00 26 01 28 01	카티아	0xFFFF	(none)	[]	cat0/f0x0401/c2-0xFFFF	A	・目標・・・\n射程圏内で捕捉したわ！‖7c‖！いけええっ！\n[7f]！‖78‖	・목표・・・　사정권\n안에서　포착했어！‖7c‖！가라아아！\n[7f]！‖78‖
364	0	65	0x0230	0x0401	0x1351	36	참조됨	0x0B42	02 00 26 01 29 01	테니아	0xFFFF	(none)	[]	cat0/f0x0401/c2-0xFFFF	A	・目標・・・\n射程圏内で捕捉したよ！‖7c‖！いけええっ！\n[7f]！‖78‖	・목표・・・　사정권\n안에서　포착했어！‖7c‖！가라아아！\n[7f]！‖78‖
364	0	66	0x0238	0x0401	0x1375	37	참조됨	0x0B48	02 00 26 01 2a 01	멜루아	0xFFFF	(none)	[]	cat0/f0x0401/c2-0xFFFF	A	・目標・・・\n射程圏内で捕捉しました！‖7c‖！いけええっ！\n[7f]！‖78‖	・목표・・・　사정권\n안에서　포착했어요！‖7c‖！가라아아！\n[7f]！‖78‖
364	0	67	0x0240	0x0009	0x139A	33	참조됨	0x0B3C	02 00 26 01 28 01	카티아	0x0B4E	01 00 b3 05	['0x05B3']	cat0/f0x0009/c2-0x0B4E	A	！もうこれ以上・・・\n好きにはさせないわ！‖7a‖・行くわ、[7d]！‖78‖	！더　이상・・・\n마음대로　두지　않겠어！‖7a‖・간다，\n[7d]！‖78‖
364	0	68	0x0248	0x0009	0x13BB	33	참조됨	0x0B42	02 00 26 01 29 01	테니아	0x0B4E	01 00 b3 05	['0x05B3']	cat0/f0x0009/c2-0x0B4E	A	！もうこれ以上・・・\n好きにはさせないわ！‖7a‖・行くよ、[7d]！‖78‖	！더　이상・・・\n마음대로　두지　않겠어！‖7a‖・간다，\n[7d]！‖78‖
364	0	69	0x0250	0x0009	0x13DC	36	참조됨	0x0B48	02 00 26 01 2a 01	멜루아	0x0B4E	01 00 b3 05	['0x05B3']	cat0/f0x0009/c2-0x0B4E	A	！もうこれ以上・・・\n好きにはさせないわ！‖7a‖・行きます、[7d]さん！‖78‖	！더　이상・・・\n마음대로　두지　않겠어！‖7a‖・갑니다，\n[7d]　씨！‖78‖
364	0	70	0x0258	0x0009	0x1400	43	참조됨	0x0B3C	02 00 26 01 28 01	카티아	0x0B4E	01 00 b3 05	['0x05B3']	cat0/f0x0009/c2-0x0B4E	A	！逃がさない、墜とすわよ！\nカティア！‖7c‖・了解！‖7a‖！覚悟を決めなさい！‖78‖	！놓치지　않아，\n떨군다！　카티아！‖7c‖・알겠습니다！‖7a‖！각오를\n다져라！‖78‖
364	0	71	0x0260	0x0009	0x142B	43	참조됨	0x0B42	02 00 26 01 29 01	테니아	0x0B4E	01 00 b3 05	['0x05B3']	cat0/f0x0009/c2-0x0B4E	A	！逃がさない、墜とすわよ！\nテニア！‖7c‖・ＯＫ！‖7a‖！覚悟を決めなさい！‖78‖	！놓치지　않아，\n떨군다！　테니아！‖7c‖・ＯＫ！‖7a‖！각오를\n다져라！‖78‖
364	0	72	0x0268	0x0009	0x1456	44	참조됨	0x0B48	02 00 26 01 2a 01	멜루아	0x0B4E	01 00 b3 05	['0x05B3']	cat0/f0x0009/c2-0x0B4E	A	！逃がさない、墜とすわよ！\nメルア！‖7c‖・了解です！‖7a‖！覚悟を決めなさい！‖78‖	！놓치지　않아，\n떨군다！　멜루아！‖7c‖・알겠습니다！‖7a‖！각오를\n다져라！‖78‖
364	0	73	0x0270	0x0009	0x1482	47	참조됨	0x0B3C	02 00 26 01 28 01	카티아	0x0B4E	01 00 b3 05	['0x05B3']	cat0/f0x0009/c2-0x0B4E	A	・行くわ、[7d]！‖7c‖！ええ、そっちは任せるわ！\nここで決める！‖7a‖！遅い！　そんな動きで！‖78‖	・간다，\n[7d]！‖7c‖！그래，　그쪽은\n맡길게！　여기서　끝낸다！‖7a‖！느리다！\n그딴　움직임으로！‖78‖
364	0	74	0x0278	0x0009	0x14B1	47	참조됨	0x0B42	02 00 26 01 29 01	테니아	0x0B4E	01 00 b3 05	['0x05B3']	cat0/f0x0009/c2-0x0B4E	A	・行くよ、[7d]！‖7c‖！ええ、そっちは任せるわ！\nここで決める！‖7a‖！遅い！　そんな動きで！‖78‖	・간다，\n[7d]！‖7c‖！그래，　그쪽은\n맡길게！　여기서　끝낸다！‖7a‖！느리다！\n그딴　움직임으로！‖78‖
364	0	75	0x0280	0x0009	0x14E0	50	참조됨	0x0B48	02 00 26 01 2a 01	멜루아	0x0B4E	01 00 b3 05	['0x05B3']	cat0/f0x0009/c2-0x0B4E	A	・行きます、[7d]さん！‖7c‖！ええ、そっちは任せるわ！\nここで決める！‖7a‖！遅い！　そんな動きで！‖78‖	・갑니다，\n[7d]　씨！‖7c‖！그래，　그쪽은\n맡길게！　여기서　끝낸다！‖7a‖！느리다！\n그딴　움직임으로！‖78‖
364	0	76	0x0288	0x400C	0x1512	102	참조됨	0x0B42	02 00 26 01 29 01	테니아	0x0B52	01 00 b4 05	['0x05B4']	cat0/f0x400C/c2-0x0B52	B	！テニア！‖7a‖・うん！　アタシに任せて！\n[7d]！！‖7a‖！[7e]で・・・\n墜としてみせる！\n・・・覚悟を決めなさい！！‖7a‖・[7d]に\nついて行くためなら、やってみせるよっ！\nこいつで・・・とどめェェェーッ！！‖78‖	！테니아！‖7a‖・응！　　나한테\n맡겨！　[7d]！！‖7a‖！[7e]\n（으）로・・・　떨어뜨려주마！\n・・・각오해라！！‖7a‖・[7d]를\n위해서라면　해보이겠어！\n이걸로　끝장이다앗！！‖78‖
364	0	77	0x0290	0x400C	0x1578	102	참조됨	0x0B42	02 00 26 01 29 01	테니아	0x0B52	01 00 b4 05	['0x05B4']	cat0/f0x400C/c2-0x0B52	B	！テニア！‖7a‖・うん！　アタシに任せて！\n[7d]！！‖7a‖！[7e]で・・・\n墜としてみせる！\n・・・覚悟を決めなさい！！‖7a‖・[7d]に\nついて行くためなら、やってみせるよっ！\nこいつで・・・とどめェェェーッ！！‖78‖	！테니아！‖7a‖・응！　　나한테\n맡겨！　[7d]！！‖7a‖！[7e]\n（으）로・・・　떨어뜨려주마！\n・・・각오해라！！‖7a‖・[7d]를\n위해서라면　해보이겠어！\n이걸로　끝장이다앗！！‖78‖
364	0	78	0x0298	0x400C	0x15DE	102	참조됨	0x0B42	02 00 26 01 29 01	테니아	0x0B52	01 00 b4 05	['0x05B4']	cat0/f0x400C/c2-0x0B52	B	！テニア！‖7a‖・うん！　アタシに任せて！\n[7d]！！‖7a‖！[7e]で・・・\n墜としてみせる！\n・・・覚悟を決めなさい！！‖7a‖・[7d]に\nついて行くためなら、やってみせるよっ！\nこいつで・・・とどめェェェーッ！！‖78‖	！테니아！‖7a‖・응！　　나한테\n맡겨！　[7d]！！‖7a‖！[7e]\n（으）로・・・　떨어뜨려주마！\n・・・각오해라！！‖7a‖・[7d]를\n위해서라면　해보이겠어！\n이걸로　끝장이다앗！！‖78‖
364	0	79	0x02A0	0x000C	0x1644	50	참조됨	0x0B42	02 00 26 01 29 01	테니아	0x0B56	01 00 b4 05	['0x05B4']	cat0/f0x000C/c2-0x0B56	B	！テニア！‖7a‖・ＯＫ！　[7d]！！‖7a‖！今なら！！‖7a‖・バイバイ！！\nこいつで、とどめェェェーッ！！‖78‖	！테니아！‖7a‖・ＯＫ！\n[7d]！！‖7a‖！지금이라면！！‖7a‖・바이바이！！\n이걸로，\n끝장이다아아앗！！‖78‖
364	0	80	0x02A8	0x000C	0x1676	51	참조됨	0x0B42	02 00 26 01 29 01	테니아	0x0B56	01 00 b4 05	['0x05B4']	cat0/f0x000C/c2-0x0B56	B	！テニア！‖7a‖・うん！　[7d]！！‖7a‖！これで、決める！！‖7a‖・ラスト！！\nこいつで、とどめェェェーッ！！‖78‖	！테니아！‖7a‖・응！\n[7d]！！‖7a‖！이걸로，\n끝낸다！！‖7a‖・라스트！！\n이걸로，\n끝장이다아아앗！！‖78‖
364	0	81	0x02B0	0x000C	0x16A9	53	참조됨	0x0B42	02 00 26 01 29 01	테니아	0x0B56	01 00 b4 05	['0x05B4']	cat0/f0x000C/c2-0x0B56	B	！テニア！‖7a‖・ＯＫ！　[7d]！！‖7a‖！逃がすか！！‖7a‖・いっくよォー！！\nこいつで、とどめェェェーッ！！‖78‖	！테니아！‖7a‖・ＯＫ！\n[7d]！！‖7a‖！놓칠　줄\n아냐！！‖7a‖・간다아！！\n이걸로，\n끝장이다아아앗！！‖78‖
364	0	82	0x02B8	0x0009	0x16DE	48	참조됨	0x0B3C	02 00 26 01 28 01	카티아	0x0B5A	01 00 b0 05	['0x05B0']	cat0/f0x0009/c2-0x0B5A	A	！やらせないって・・・\n言ったはずよ！！‖7a‖・目標・・・\n射程圏内で捕捉したわ！‖78‖	！두지\n않겠다고・・・　말했을\n텐데！！‖7a‖・목표・・・　사정권\n안에서　포착했어！‖78‖
364	0	83	0x02C0	0x0009	0x170E	48	참조됨	0x0B42	02 00 26 01 29 01	테니아	0x0B5A	01 00 b0 05	['0x05B0']	cat0/f0x0009/c2-0x0B5A	A	！やらせないって・・・\n言ったはずよ！！‖7a‖・目標・・・\n射程圏内で捕捉したよ！‖78‖	！두지\n않겠다고・・・　말했을\n텐데！！‖7a‖・목표・・・　사정권\n안에서　포착했어！‖78‖
364	0	84	0x02C8	0x0009	0x173E	49	참조됨	0x0B48	02 00 26 01 2a 01	멜루아	0x0B5A	01 00 b0 05	['0x05B0']	cat0/f0x0009/c2-0x0B5A	A	！やらせないって・・・\n言ったはずよ！！‖7a‖・目標・・・\n射程圏内で捕捉しました！‖78‖	！두지\n않겠다고・・・　말했을\n텐데！！‖7a‖・목표・・・　사정권\n안에서　포착했어요！‖78‖
364	0	85	0x02D0	0x0009	0x176F	49	참조됨	0x0B3C	02 00 26 01 28 01	카티아	0x0B5A	01 00 b0 05	['0x05B0']	cat0/f0x0009/c2-0x0B5A	A	！カティア、\n目標の進路を予測して！‖7c‖・ええ、任せて！‖7a‖！逃げられはしないっ！‖78‖	！카티아，\n목표의　진로를　예측해！‖7c‖・응，　맡겨！‖7a‖！도망칠　순\n없다！‖78‖
364	0	86	0x02D8	0x0009	0x17A0	50	참조됨	0x0B42	02 00 26 01 29 01	테니아	0x0B5A	01 00 b0 05	['0x05B0']	cat0/f0x0009/c2-0x0B5A	A	！カティア、\n目標の進路を予測して！‖7c‖・うん、任せてよ！‖7a‖！逃げられはしないっ！‖78‖	！카티아，\n목표의　진로를　예측해！‖7c‖・응，　맡겨！‖7a‖！도망칠　순\n없다！‖78‖
364	0	87	0x02E0	0x0009	0x17D2	53	참조됨	0x0B48	02 00 26 01 2a 01	멜루아	0x0B5A	01 00 b0 05	['0x05B0']	cat0/f0x0009/c2-0x0B5A	A	！カティア、\n目標の進路を予測して！‖7c‖・はい、任せてください！‖7a‖！逃げられはしないっ！‖78‖	！카티아，\n목표의　진로를　예측해！‖7c‖・네，\n맡겨주세요！‖7a‖！도망칠　순\n없다！‖78‖
